,Item,Ref_Wave,Test_Wave,Mushra_Scores,Utterance,Folder,Condition,Codec,Rate_kbps,sampleMOS,conditionMOS,conditionCI,DataBase,sampleSTD,sampleCI,Degradation,sumVotes,CodecCombination,Q_Value_dB,EXP,NoiseType,ErrorType,ErrorRate%,warp_q_mfcc,warp_q_mel,pesq
26,,resources/TCDvoip/Test_Set/ECHO/ref/R_07_ECHO_MK.wav,resources/TCDvoip/Test_Set/ECHO/C_07_ECHO_MK.wav,,,,7,,,3.708333333,3.5625,0.187449837,TCDvoip,0.907896119,0.363234098,ECHO,89,,,,,,,0.424086377,0.101239243,3.48377943
27,,resources/TCDvoip/Test_Set/ECHO/ref/R_07_ECHO_ML.wav,resources/TCDvoip/Test_Set/ECHO/C_07_ECHO_ML.wav,,,,7,,,3.75,3.5625,0.187449837,TCDvoip,0.737209781,0.29494534,ECHO,90,,,,,,,0.468383919,0.527383178,3.367688656
28,,resources/TCDvoip/Test_Set/ECHO/ref/R_08_ECHO_FA.wav,resources/TCDvoip/Test_Set/ECHO/C_08_ECHO_FA.wav,,,,8,,,3.416666667,3.333333333,0.161930378,TCDvoip,0.880546602,0.352292012,ECHO,82,,,,,,,0.635736014,1.252448422,1.746256113
29,,resources/TCDvoip/Test_Set/ECHO/ref/R_08_ECHO_FG.wav,resources/TCDvoip/Test_Set/ECHO/C_08_ECHO_FG.wav,,,,8,,,3.583333333,3.333333333,0.161930378,TCDvoip,0.775531608,0.310277264,ECHO,86,,,,,,,0.637442929,1.21498542,1.780814648
30,,resources/TCDvoip/Test_Set/ECHO/ref/R_08_ECHO_MK.wav,resources/TCDvoip/Test_Set/ECHO/C_08_ECHO_MK.wav,,,,8,,,3.208333333,3.333333333,0.161930378,TCDvoip,0.832970936,0.333257781,ECHO,77,,,,,,,0.681356635,1.090652975,1.99686408
31,,resources/TCDvoip/Test_Set/ECHO/ref/R_08_ECHO_ML.wav,resources/TCDvoip/Test_Set/ECHO/C_08_ECHO_ML.wav,,,,8,,,3.125,3.333333333,0.161930378,TCDvoip,0.7974143,0.319032164,ECHO,75,,,,,,,0.656609942,1.245687739,2.145893574
32,,resources/TCDvoip/Test_Set/ECHO/ref/R_09_ECHO_FA.wav,resources/TCDvoip/Test_Set/ECHO/C_09_ECHO_FA.wav,,,,9,,,2.958333333,2.958333333,0.153928811,TCDvoip,0.806450444,0.322647375,ECHO,71,,,,,,,0.599154541,1.724117324,2.231762171
33,,resources/TCDvoip/Test_Set/ECHO/ref/R_09_ECHO_FG.wav,resources/TCDvoip/Test_Set/ECHO/C_09_ECHO_FG.wav,,,,9,,,2.833333333,2.958333333,0.153928811,TCDvoip,0.963086825,0.385314979,ECHO,68,,,,,,,0.545968591,1.472550651,1.806358933
34,,resources/TCDvoip/Test_Set/ECHO/ref/R_09_ECHO_MK.wav,resources/TCDvoip/Test_Set/ECHO/C_09_ECHO_MK.wav,,,,9,,,3.166666667,2.958333333,0.153928811,TCDvoip,0.701964118,0.280844138,ECHO,76,,,,,,,0.610622181,1.610028089,1.950603008
35,,resources/TCDvoip/Test_Set/ECHO/ref/R_09_ECHO_ML.wav,resources/TCDvoip/Test_Set/ECHO/C_09_ECHO_ML.wav,,,,9,,,2.875,2.958333333,0.153928811,TCDvoip,0.612372436,0.245,ECHO,69,,,,,,,0.668971594,1.734751067,1.899735451
36,,resources/TCDvoip/Test_Set/ECHO/ref/R_10_ECHO_FA.wav,resources/TCDvoip/Test_Set/ECHO/C_10_ECHO_FA.wav,,,,10,,,3.833333333,3.71875,0.158921783,TCDvoip,0.761386988,0.304618237,ECHO,92,,,,,,,0.496387144,0.276912486,2.769756556
37,,resources/TCDvoip/Test_Set/ECHO/ref/R_10_ECHO_FG.wav,resources/TCDvoip/Test_Set/ECHO/C_10_ECHO_FG.wav,,,,10,,,3.833333333,3.71875,0.158921783,TCDvoip,0.761386988,0.304618237,ECHO,92,,,,,,,0.521885196,0.154492425,3.022118092
38,,resources/TCDvoip/Test_Set/ECHO/ref/R_10_ECHO_MK.wav,resources/TCDvoip/Test_Set/ECHO/C_10_ECHO_MK.wav,,,,10,,,3.541666667,3.71875,0.158921783,TCDvoip,0.779027636,0.311675967,ECHO,85,,,,,,,0.504983576,0.210322975,3.06301713
39,,resources/TCDvoip/Test_Set/ECHO/ref/R_10_ECHO_ML.wav,resources/TCDvoip/Test_Set/ECHO/C_10_ECHO_ML.wav,,,,10,,,3.666666667,3.71875,0.158921783,TCDvoip,0.916831342,0.366808932,ECHO,88,,,,,,,0.482757125,0.2236093,3.257448673
40,,resources/TCDvoip/Test_Set/ECHO/ref/R_11_ECHO_FA.wav,resources/TCDvoip/Test_Set/ECHO/C_11_ECHO_FA.wav,,,,11,,,3.125,3.145833333,0.159747928,TCDvoip,0.679673835,0.271926168,ECHO,75,,,,,,,0.704328069,0.785981635,2.160759449
41,,resources/TCDvoip/Test_Set/ECHO/ref/R_11_ECHO_FG.wav,resources/TCDvoip/Test_Set/ECHO/C_11_ECHO_FG.wav,,,,11,,,2.833333333,3.145833333,0.159747928,TCDvoip,0.868114732,0.347318228,ECHO,68,,,,,,,0.807061613,0.432768341,1.689854383
42,,resources/TCDvoip/Test_Set/ECHO/ref/R_11_ECHO_MK.wav,resources/TCDvoip/Test_Set/ECHO/C_11_ECHO_MK.wav,,,,11,,,3.5,3.145833333,0.159747928,TCDvoip,0.884651737,0.353934408,ECHO,84,,,,,,,0.717191313,0.541149785,1.894030571
43,,resources/TCDvoip/Test_Set/ECHO/ref/R_11_ECHO_ML.wav,resources/TCDvoip/Test_Set/ECHO/C_11_ECHO_ML.wav,,,,11,,,3.125,3.145833333,0.159747928,TCDvoip,0.7974143,0.319032164,ECHO,75,,,,,,,0.727314895,1.04961004,2.096081972
44,,resources/TCDvoip/Test_Set/ECHO/ref/R_12_ECHO_FA.wav,resources/TCDvoip/Test_Set/ECHO/C_12_ECHO_FA.wav,,,,12,,,2.375,2.552083333,0.158811305,TCDvoip,0.923721208,0.369565452,ECHO,57,,,,,,,0.791302803,0.532068121,1.706687927
45,,resources/TCDvoip/Test_Set/ECHO/ref/R_12_ECHO_FG.wav,resources/TCDvoip/Test_Set/ECHO/C_12_ECHO_FG.wav,,,,12,,,2.666666667,2.552083333,0.158811305,TCDvoip,0.816496581,0.326666667,ECHO,64,,,,,,,0.748776291,0.481318929,1.810323834
46,,resources/TCDvoip/Test_Set/ECHO/ref/R_12_ECHO_MK.wav,resources/TCDvoip/Test_Set/ECHO/C_12_ECHO_MK.wav,,,,12,,,2.458333333,2.552083333,0.158811305,TCDvoip,0.721060009,0.288484086,ECHO,59,,,,,,,0.754502178,0.736719632,1.801718712
47,,resources/TCDvoip/Test_Set/ECHO/ref/R_12_ECHO_ML.wav,resources/TCDvoip/Test_Set/ECHO/C_12_ECHO_ML.wav,,,,12,,,2.708333333,2.552083333,0.158811305,TCDvoip,0.750603622,0.300303993,ECHO,65,,,,,,,0.773273462,0.571561508,1.866610527
48,,resources/TCDvoip/Test_Set/ECHO/ref/R_13_ECHO_FA.wav,resources/TCDvoip/Test_Set/ECHO/C_13_ECHO_FA.wav,,,,13,,,2.458333333,2.354166667,0.158313203,TCDvoip,0.721060009,0.288484086,ECHO,59,,,,,,,0.903084798,1.054208617,1.380307555
49,,resources/TCDvoip/Test_Set/ECHO/ref/R_13_ECHO_FG.wav,resources/TCDvoip/Test_Set/ECHO/C_13_ECHO_FG.wav,,,,13,,,2.291666667,2.354166667,0.158313203,TCDvoip,0.750603622,0.300303993,ECHO,55,,,,,,,0.880028014,1.006787405,1.341267109
50,,resources/TCDvoip/Test_Set/ECHO/ref/R_13_ECHO_MK.wav,resources/TCDvoip/Test_Set/ECHO/C_13_ECHO_MK.wav,,,,13,,,2.291666667,2.354166667,0.158313203,TCDvoip,0.907896119,0.363234098,ECHO,55,,,,,,,0.97111884,1.037133632,1.503799438
51,,resources/TCDvoip/Test_Set/ECHO/ref/R_13_ECHO_ML.wav,resources/TCDvoip/Test_Set/ECHO/C_13_ECHO_ML.wav,,,,13,,,2.375,2.354166667,0.158313203,TCDvoip,0.824225592,0.329758915,ECHO,57,,,,,,,0.830976181,1.239163714,1.851816416
52,,resources/TCDvoip/Test_Set/ECHO/ref/R_14_ECHO_FA.wav,resources/TCDvoip/Test_Set/ECHO/C_14_ECHO_FA.wav,,,,14,,,3.25,3.166666667,0.182900326,TCDvoip,0.896854406,0.358816493,ECHO,78,,,,,,,0.522357186,0.185129136,2.485002756
53,,resources/TCDvoip/Test_Set/ECHO/ref/R_14_ECHO_FG.wav,resources/TCDvoip/Test_Set/ECHO/C_14_ECHO_FG.wav,,,,14,,,2.958333333,3.166666667,0.182900326,TCDvoip,1.041702898,0.416767959,ECHO,71,,,,,,,0.548043464,0.209942613,2.759449244
54,,resources/TCDvoip/Test_Set/ECHO/ref/R_14_ECHO_MK.wav,resources/TCDvoip/Test_Set/ECHO/C_14_ECHO_MK.wav,,,,14,,,3.125,3.166666667,0.182900326,TCDvoip,0.850191794,0.34014756,ECHO,75,,,,,,,0.449157645,0.342281159,3.247013569
55,,resources/TCDvoip/Test_Set/ECHO/ref/R_14_ECHO_ML.wav,resources/TCDvoip/Test_Set/ECHO/C_14_ECHO_ML.wav,,,,14,,,3.333333333,3.166666667,0.182900326,TCDvoip,0.916831342,0.366808932,ECHO,80,,,,,,,0.485454605,0.198992012,2.905050278
56,,resources/TCDvoip/Test_Set/ECHO/ref/R_15_ECHO_FA.wav,resources/TCDvoip/Test_Set/ECHO/C_15_ECHO_FA.wav,,,,15,,,1.916666667,2.020833333,0.141574841,TCDvoip,0.717281502,0.286972368,ECHO,46,,,,,,,0.951706697,1.208266005,1.249987245
57,,resources/TCDvoip/Test_Set/ECHO/ref/R_15_ECHO_FG.wav,resources/TCDvoip/Test_Set/ECHO/C_15_ECHO_FG.wav,,,,15,,,2.041666667,2.020833333,0.141574841,TCDvoip,0.750603622,0.300303993,ECHO,49,,,,,,,0.966452546,1.196978503,1.378995657
58,,resources/TCDvoip/Test_Set/ECHO/ref/R_15_ECHO_MK.wav,resources/TCDvoip/Test_Set/ECHO/C_15_ECHO_MK.wav,,,,15,,,2.041666667,2.020833333,0.141574841,TCDvoip,0.624093546,0.249689421,ECHO,49,,,,,,,0.893195056,1.50354668,1.75045085
59,,resources/TCDvoip/Test_Set/ECHO/ref/R_15_ECHO_ML.wav,resources/TCDvoip/Test_Set/ECHO/C_15_ECHO_ML.wav,,,,15,,,2.083333333,2.020833333,0.141574841,TCDvoip,0.775531608,0.310277264,ECHO,50,,,,,,,0.954822316,1.269650234,1.673506975
60,,resources/TCDvoip/Test_Set/ECHO/ref/R_16_ECHO_FA.wav,resources/TCDvoip/Test_Set/ECHO/C_16_ECHO_FA.wav,,,,16,,,1.5,1.395833333,0.130612928,TCDvoip,0.834057656,0.33369256,ECHO,36,,,,,,,0.94553694,0.88371348,1.245742083
61,,resources/TCDvoip/Test_Set/ECHO/ref/R_16_ECHO_FG.wav,resources/TCDvoip/Test_Set/ECHO/C_16_ECHO_FG.wav,,,,16,,,1.333333333,1.395833333,0.130612928,TCDvoip,0.564659703,0.225910931,ECHO,32,,,,,,,0.97555126,1.176686624,1.383479476
62,,resources/TCDvoip/Test_Set/ECHO/ref/R_16_ECHO_MK.wav,resources/TCDvoip/Test_Set/ECHO/C_16_ECHO_MK.wav,,,,16,,,1.333333333,1.395833333,0.130612928,TCDvoip,0.564659703,0.225910931,ECHO,32,,,,,,,0.979159973,0.956060961,1.51800108
63,,resources/TCDvoip/Test_Set/ECHO/ref/R_16_ECHO_ML.wav,resources/TCDvoip/Test_Set/ECHO/C_16_ECHO_ML.wav,,,,16,,,1.416666667,1.395833333,0.130612928,TCDvoip,0.653862548,0.261599502,ECHO,34,,,,,,,1.11680279,1.186855273,1.73052907
64,,resources/TCDvoip/Test_Set/ECHO/ref/R_17_ECHO_FA.wav,resources/TCDvoip/Test_Set/ECHO/C_17_ECHO_FA.wav,,,,17,,,1.958333333,1.854166667,0.140454671,TCDvoip,0.624093546,0.249689421,ECHO,47,,,,,,,0.941989114,0.955522527,1.283895254
65,,resources/TCDvoip/Test_Set/ECHO/ref/R_17_ECHO_FG.wav,resources/TCDvoip/Test_Set/ECHO/C_17_ECHO_FG.wav,,,,17,,,1.958333333,1.854166667,0.140454671,TCDvoip,0.806450444,0.322647375,ECHO,47,,,,,,,0.832149021,0.914729024,1.344884038
66,,resources/TCDvoip/Test_Set/ECHO/ref/R_17_ECHO_MK.wav,resources/TCDvoip/Test_Set/ECHO/C_17_ECHO_MK.wav,,,,17,,,1.708333333,1.854166667,0.140454671,TCDvoip,0.690253052,0.276158736,ECHO,41,,,,,,,0.913152806,1.131594696,1.337053776
67,,resources/TCDvoip/Test_Set/ECHO/ref/R_17_ECHO_ML.wav,resources/TCDvoip/Test_Set/ECHO/C_17_ECHO_ML.wav,,,,17,,,1.791666667,1.854166667,0.140454671,TCDvoip,0.721060009,0.288484086,ECHO,43,,,,,,,0.893367743,1.033005007,1.530963898
68,,resources/TCDvoip/Test_Set/ECHO/ref/R_18_ECHO_FA.wav,resources/TCDvoip/Test_Set/ECHO/C_18_ECHO_FA.wav,,,,18,,,1.375,1.322916667,0.102362338,TCDvoip,0.494535355,0.197855349,ECHO,33,,,,,,,1.084455551,1.282970642,1.096267462
69,,resources/TCDvoip/Test_Set/ECHO/ref/R_18_ECHO_FG.wav,resources/TCDvoip/Test_Set/ECHO/C_18_ECHO_FG.wav,,,,18,,,1.291666667,1.322916667,0.102362338,TCDvoip,0.550032937,0.220059006,ECHO,31,,,,,,,1.077380517,1.078532809,1.221899986
70,,resources/TCDvoip/Test_Set/ECHO/ref/R_18_ECHO_MK.wav,resources/TCDvoip/Test_Set/ECHO/C_18_ECHO_MK.wav,,,,18,,,1.291666667,1.322916667,0.102362338,TCDvoip,0.464305621,0.185760937,ECHO,31,,,,,,,1.103665152,1.321207538,1.191438198
71,,resources/TCDvoip/Test_Set/ECHO/ref/R_18_ECHO_ML.wav,resources/TCDvoip/Test_Set/ECHO/C_18_ECHO_ML.wav,,,,18,,,1.333333333,1.322916667,0.102362338,TCDvoip,0.564659703,0.225910931,ECHO,32,,,,,,,1.196276858,1.305897243,1.211671591
72,,resources/TCDvoip/Test_Set/ECHO/ref/R_19_ECHO_FA.wav,resources/TCDvoip/Test_Set/ECHO/C_19_ECHO_FA.wav,,,,19,,,1.75,1.625,0.119232745,TCDvoip,0.607918759,0.243218158,ECHO,42,,,,,,,0.989760532,1.340863143,1.243711472
73,,resources/TCDvoip/Test_Set/ECHO/ref/R_19_ECHO_FG.wav,resources/TCDvoip/Test_Set/ECHO/C_19_ECHO_FG.wav,,,,19,,,1.625,1.625,0.119232745,TCDvoip,0.575779245,0.230359675,ECHO,39,,,,,,,0.92965197,1.318354534,1.330657959
74,,resources/TCDvoip/Test_Set/ECHO/ref/R_19_ECHO_MK.wav,resources/TCDvoip/Test_Set/ECHO/C_19_ECHO_MK.wav,,,,19,,,1.625,1.625,0.119232745,TCDvoip,0.646898957,0.258813486,ECHO,39,,,,,,,0.964117226,1.412567898,1.358008027
75,,resources/TCDvoip/Test_Set/ECHO/ref/R_19_ECHO_ML.wav,resources/TCDvoip/Test_Set/ECHO/C_19_ECHO_ML.wav,,,,19,,,1.5,1.625,0.119232745,TCDvoip,0.589767825,0.235956272,ECHO,36,,,,,,,0.934098063,1.52008121,1.586692929
76,,resources/TCDvoip/Test_Set/ECHO/ref/R_20_ECHO_FA.wav,resources/TCDvoip/Test_Set/ECHO/C_20_ECHO_FA.wav,,,,20,,,1.125,1.177083333,0.081343659,TCDvoip,0.337831962,0.135160935,ECHO,27,,,,,,,1.249197193,2.223926443,1.16038537
77,,resources/TCDvoip/Test_Set/ECHO/ref/R_20_ECHO_FG.wav,resources/TCDvoip/Test_Set/ECHO/C_20_ECHO_FG.wav,,,,20,,,1.25,1.177083333,0.081343659,TCDvoip,0.531609533,0.212688109,ECHO,30,,,,,,,1.218641479,2.396497814,1.394688606
78,,resources/TCDvoip/Test_Set/ECHO/ref/R_20_ECHO_MK.wav,resources/TCDvoip/Test_Set/ECHO/C_20_ECHO_MK.wav,,,,20,,,1.125,1.177083333,0.081343659,TCDvoip,0.337831962,0.135160935,ECHO,27,,,,,,,1.276545469,2.253534014,1.150664091
79,,resources/TCDvoip/Test_Set/ECHO/ref/R_20_ECHO_ML.wav,resources/TCDvoip/Test_Set/ECHO/C_20_ECHO_ML.wav,,,,20,,,1.208333333,1.177083333,0.081343659,TCDvoip,0.414851117,0.165975014,ECHO,29,,,,,,,1.310259956,2.36816126,1.11804533
80,,resources/TCDvoip/Test_Set/CHOP/ref/R_01_CHOP_FA.wav,resources/TCDvoip/Test_Set/CHOP/C_01_CHOP_FA.wav,,,,1,,,4.541666667,4.614583333,0.098161052,TCDvoip,0.508977378,0.203633361,CHOP,109,,,,,,,0,0,4.643888474
81,,resources/TCDvoip/Test_Set/CHOP/ref/R_01_CHOP_FG.wav,resources/TCDvoip/Test_Set/CHOP/C_01_CHOP_FG.wav,,,,1,,,4.875,4.614583333,0.098161052,TCDvoip,0.337831962,0.135160935,CHOP,117,,,,,,,0,0,4.643888474
82,,resources/TCDvoip/Test_Set/CHOP/ref/R_01_CHOP_MK.wav,resources/TCDvoip/Test_Set/CHOP/C_01_CHOP_MK.wav,,,,1,,,4.708333333,4.614583333,0.098161052,TCDvoip,0.550032937,0.220059006,CHOP,113,,,,,,,0,0,4.643888474
83,,resources/TCDvoip/Test_Set/CHOP/ref/R_01_CHOP_ML.wav,resources/TCDvoip/Test_Set/CHOP/C_01_CHOP_ML.wav,,,,1,,,4.333333333,4.614583333,0.098161052,TCDvoip,0.564659703,0.225910931,CHOP,104,,,,,,,0,0,4.643888474
84,,resources/TCDvoip/Test_Set/CHOP/ref/R_02_CHOP_FA.wav,resources/TCDvoip/Test_Set/CHOP/C_02_CHOP_FA.wav,,,,2,,,4.541666667,4.572916667,0.109326788,TCDvoip,0.65800533,0.26325696,CHOP,109,,,,,,,0.245090585,0.83688867,4.296640873
85,,resources/TCDvoip/Test_Set/CHOP/ref/R_02_CHOP_FG.wav,resources/TCDvoip/Test_Set/CHOP/C_02_CHOP_FG.wav,,,,2,,,4.875,4.572916667,0.109326788,TCDvoip,0.337831962,0.135160935,CHOP,117,,,,,,,0.166272962,0.456741699,4.135976791
86,,resources/TCDvoip/Test_Set/CHOP/ref/R_02_CHOP_MK.wav,resources/TCDvoip/Test_Set/CHOP/C_02_CHOP_MK.wav,,,,2,,,4.458333333,4.572916667,0.109326788,TCDvoip,0.508977378,0.203633361,CHOP,107,,,,,,,0.22698329,0.911986708,4.643852711
87,,resources/TCDvoip/Test_Set/CHOP/ref/R_02_CHOP_ML.wav,resources/TCDvoip/Test_Set/CHOP/C_02_CHOP_ML.wav,,,,2,,,4.416666667,4.572916667,0.109326788,TCDvoip,0.653862548,0.261599502,CHOP,106,,,,,,,0.262997799,0.746919575,4.643885136
88,,resources/TCDvoip/Test_Set/CHOP/ref/R_03_CHOP_FA.wav,resources/TCDvoip/Test_Set/CHOP/C_03_CHOP_FA.wav,,,,3,,,4.708333333,4.59375,0.130680098,TCDvoip,0.624093546,0.249689421,CHOP,113,,,,,,,0.006121971,0.00291665,4.16335535
89,,resources/TCDvoip/Test_Set/CHOP/ref/R_03_CHOP_FG.wav,resources/TCDvoip/Test_Set/CHOP/C_03_CHOP_FG.wav,,,,3,,,4.5,4.59375,0.130680098,TCDvoip,0.722315119,0.288986234,CHOP,108,,,,,,,0.010569117,0.020612708,4.52534771
